pr_purchaserequisition,pr_itemnumber,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatus,pr_approveddate,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,pr_recordskipindicator,pr_lastchangedatetime,pr_silver_load_date,pr_silver_load_timestamp,purchaseorder,po_itemnumber,po_purchaserequisition,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_deliverydate,po_paymentdate,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_orderquantity,po_unitofmeasure,po_netamount,po_recordskipindicator,po_lastchangedatetime,po_silver_load_date,po_silver_load_timestamp,pr_to_po_ageing,pr_approval_ageing,po_approval_ageing,sla_breach_flag,pr_cycle_sla_breach_flag,po_cycle_sla_breach_flag,record_type,gold_load_date,gold_load_timestamp
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5000020197,00060,null,33095,null,ZSEM,Service PO � Subcon,2023-05-23,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-05-23,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2024-01-07,2023-06-13,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,2469.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,16,null,null,YES,null,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5000020221,00060,null,33103,null,ZSEM,Service PO � Subcon,2023-05-25,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,2000003887,Namariq Arabian Services Co. Ltd.,Group B,Foreign Vendors/Sub-Contractor,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-05-25,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-05-28,2023-07-13,2023-05-31,null,2000001515,SUPPLY OF FOOD,G121430,Food Expenses,SERV,Services,1,NO,116.13,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,36,null,null,YES,null,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5000020486,00060,null,33139,null,ZSEM,Service PO � Subcon,2023-06-14,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016003,Total Logistics Trading W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-14,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-18,2023-06-21,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1620,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,6,null,null,YES,null,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5000020520,00060,null,33158,null,ZSEM,Service PO � Subcon,2023-06-18,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000016135,Compass Ocean Logistics W.L.L.,Group A,Domestic Vendors/Sub-Contracto,External,NG,Local,9900,ABC Logistics Limites - LAGOS,null,2023-06-18,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,null,05,05-Approved,2023-06-19,2023-06-19,2023-06-30,null,2000013647,Custom Clearance,M010000,General Requirements,SERV,Services,1,NO,1860,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,2,null,null,NO,null,2025-11-24,2025-11-24T19:32:18.832Z
2000140686,00030,ZNPR,2023-11-01,Kent Saro,Approved,2023-11-02,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500238333,00030,2000140686,26313,null,ZLPO,Local PO,2023-11-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020743,Emaar Yanbu Equipment,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-11-16,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-12-21,2023-11-20,2024-03-31,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,10,UNT,15680,null,null,2025-11-24,2025-11-24T19:24:13.818Z,11,2,3,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00050,ZNPR,2023-10-14,Ada Abua,Approved,2023-11-01,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500234397,00050,2000137276,25487,null,ZLPO,Local PO,2023-11-01,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020481,Professional Trading Est.,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-11-01,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-11-15,2023-11-07,2023-11-09,null,100000077564,BINDING STRIP MACHINE,G121130,Stationery Expenses,ZCON,Consumables,3,NO,2055.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z,1,14,5,NO,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00540,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00540,2000126351,24384,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000208,"STAMP PAD INK, RED",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,NO,5.64,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00150,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00150,2000126351,24346,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000016098,BINDING MACHINE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,1,NO,833,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4500229193,00300,2000126263,24317,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000012107,GARBAGE BAG 8 GAL. (20 NOS/PACKET),G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,10,PAK,39.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,4,null,null,YES,PO_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000130460,00060,ZNPR,2023-09-09,Abel Khan,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500230817,00060,2000130460,24574,null,ZLPO,Local PO,2023-10-17,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-17,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-10-25,2023-10-18,2023-10-21,null,100000075190,"SPANNER, SCAFFOLDING, SIZE: 7/16 (21 MM)",M031550,Small Tools,ZCON,Consumables,30,NO,1705.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z,24,5,2,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00010,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,BOX,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00010,2000126351,24332,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012145,A3 SIZE PAPER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,25,BOX,3920,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00330,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00330,2000126351,24364,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000165,"PAPER CLIP, 50MM",G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,PAK,13.72,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00290,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00290,2000126351,24360,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000206,MOUSE PAD,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,117.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00010,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00010,2000126335,24290,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000045949,BAJA TURKISH COFFEE WITH CARDAMOM 400G,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,8,PAK,266.56,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000140686,00040,ZNPR,2023-11-01,Kent Saro,Approved,2023-11-02,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500238333,00040,2000140686,26314,null,ZLPO,Local PO,2023-11-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020743,Emaar Yanbu Equipment,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-11-16,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-12-21,2023-11-20,2024-03-31,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,15,UNT,6615,null,null,2025-11-24,2025-11-24T19:24:13.818Z,11,2,3,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4500229193,00380,2000126263,24325,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000021037,"TISSUE, MAXI ROLL, 2-PLY, 6 ROLLS/CASE",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20,BDL,1254.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,4,null,null,YES,PO_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00040,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,35,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00040,2000126335,24292,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000016131,COFFEE MATE (400GRM/BOTTLE),G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,35,NO,428.75,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00490,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00490,2000126351,24379,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012249,"STAPLER PIN, MEDIUM SIZE NO. 56 ( 5000 P",G121130,Stationery Expenses,NLAG,Non-Stock Materials,15,PAK,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000129860,00010,ZNPR,2023-09-05,Abel Khan,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500227254,00010,2000129860,23917,null,ZLPO,Local PO,2023-10-02,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-02,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-15,2023-10-08,2023-10-15,null,100000077190,POKER VIBRATOR 45 MM ( PETROL ),E031860,Concrete Vibrator,ZCON,Consumables,15,NO,5615.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,13,8,5,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000130460,00100,ZNPR,2023-09-09,Abel Khan,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,PAA,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500230817,00100,2000130460,24578,null,ZLPO,Local PO,2023-10-17,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-17,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-10-25,2023-10-18,2023-10-21,null,100000074012,"HAND GLOVES, RUBBER, 200 G, BLACK",G131230,Gloves,ZCON,Consumables,30,PAA,124.95,null,null,2025-11-24,2025-11-24T19:24:13.818Z,24,5,2,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000130460,00160,ZNPR,2023-09-09,Abel Khan,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500230817,00160,2000130460,24584,null,ZLPO,Local PO,2023-10-17,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-17,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-10-25,2023-10-18,2023-10-21,null,100000075598,"""CHISEL, NARROW FLAT, """"HILTI"""" TE-YP FM 50""",M031550,Small Tools,ZCON,Consumables,5,NO,93.1,null,null,2025-11-24,2025-11-24T19:24:13.818Z,24,5,2,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00160,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00160,2000126351,24347,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000193,CLEAR TAPE 1,G121130,Stationery Expenses,NLAG,Non-Stock Materials,30,NO,48.51,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00370,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00370,2000126351,24367,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000153,"PEN HOLDER, ROUND MESH TYPE",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,53.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4500229193,00350,2000126263,24322,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000000814,"PLASTIC FORK, 50 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,3,PAK,8.53,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,4,null,null,YES,PO_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00450,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00450,2000126351,24375,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000191,TAPE DISPENSER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,NO,44.1,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4500229193,00260,2000126263,24313,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000012104,"DISH WASH LIQUID ,1 L",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,2,NO,11.76,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,4,null,null,YES,PO_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4500229193,00410,2000126263,24328,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000012113,MINERAL WATER 330 ML,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,3,KAR,49.98,null,null,2025-11-24,2025-11-24T19:24:13.818Z,null,null,4,null,null,YES,PO_ONLY,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00320,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00320,2000126351,24363,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000164,"PAPER CLIP, 33MM",G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,PAK,5.88,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00230,ZNPR,2023-08-14,Abel Khan,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00230,2000126263,24311,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000077526,CLOREX (3.78 LTR/CAN),G111160,Kitchen & Pantry Consumables,ZCON,Consumables,16,NO,86.24,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
